,Window,Start date,End date,Coefficient,Constant
379,180,2021-09-29,2022-03-28,2.385047376760958,0.14467614182222024
380,180,2021-10-06,2022-04-04,2.390463270287804,0.17127487417347761
381,180,2021-10-13,2022-04-11,2.4055435856503764,0.14732506216795854
382,180,2021-10-20,2022-04-18,2.4060127022836424,0.17820811649642956
383,180,2021-10-27,2022-04-25,2.4839238725773543,0.3263381529802464
384,180,2021-11-03,2022-05-02,2.3558533725124695,0.3534675318950294
385,180,2021-11-10,2022-05-09,2.3630272915434776,0.29521630269493143
386,180,2021-11-17,2022-05-16,2.359011966057602,0.31003160704577504
387,180,2021-11-24,2022-05-23,2.4154415704557635,0.22362092757747584
388,180,2021-12-01,2022-05-30,2.0289996321964923,0.010483887780407333
389,180,2021-12-08,2022-06-06,1.9518373557768,-0.09048827714886803
390,180,2021-12-15,2022-06-13,1.930947403374312,-0.04903540239221672
391,180,2021-12-22,2022-06-20,1.931911709388087,-0.02422907560933169
392,180,2021-12-29,2022-06-27,1.929702040775902,-0.02425680697971429
393,180,2022-01-05,2022-07-04,1.9431324779267984,0.0026389700175434554
394,180,2022-01-12,2022-07-11,1.8967326240573006,-0.07625534289242288
395,180,2022-01-19,2022-07-18,1.7405016139846512,-0.14340300896139505
396,180,2022-01-26,2022-07-25,1.8164438896992419,-0.07205851582176716
397,180,2022-02-02,2022-08-01,1.8138570817683406,-0.10861077378208162
398,180,2022-02-09,2022-08-08,1.806067779115429,-0.10502866575422644
399,180,2022-02-16,2022-08-15,1.8508288401158928,-0.048876483535396205
400,180,2022-02-23,2022-08-22,1.876650794880766,-0.08378431586492102
401,180,2022-03-02,2022-08-29,1.8783324561403008,-0.052937970042028576
402,180,2022-03-09,2022-09-05,1.7803863088552658,0.07783710381399093
403,180,2022-03-16,2022-09-12,1.7554841338161569,0.14364702216150443
404,180,2022-03-23,2022-09-19,1.6191268811633936,-0.05886929661221046
405,180,2022-03-30,2022-09-26,1.6029417961343746,-0.037223381907029215
406,180,2022-04-06,2022-10-03,1.5402147159317807,-0.08508645069262112
407,180,2022-04-13,2022-10-10,1.5197934311125574,-0.06263549997944746
408,180,2022-04-20,2022-10-17,1.5195233141205913,-0.059795914045590995
409,180,2022-04-27,2022-10-24,1.5133661258983606,-0.1340735606484915
410,180,2022-05-04,2022-10-31,1.5166478571283513,-0.1357722767039571
411,180,2022-05-11,2022-11-07,1.5123578536357345,-0.1138410785667284
412,180,2022-05-18,2022-11-14,1.5121661675920033,-0.11105384219725864
413,180,2022-05-25,2022-11-21,1.5322179119477901,-0.04698479467081796
414,180,2022-06-01,2022-11-28,1.6972837250401152,0.14029916234978557
415,180,2022-06-08,2022-12-05,1.7804269218441042,0.3064412550949348
416,180,2022-06-15,2022-12-12,1.775390022776951,0.2535836230107409
417,180,2022-06-22,2022-12-19,1.7392324625027082,0.2699768661970229
418,180,2022-06-29,2022-12-26,1.7563167532520272,0.29923065521022163
419,180,2022-07-06,2023-01-02,1.7612977763445914,0.32375032077145366
420,180,2022-07-13,2023-01-09,1.7212861574398126,0.3350385257931255
421,180,2022-07-20,2023-01-16,1.8075906498274337,0.30222271684208074
422,180,2022-07-27,2023-01-23,1.684419361260357,0.16344411501473957
423,180,2022-08-03,2023-01-30,1.7351789908148776,0.2918289873267866
424,180,2022-08-10,2023-02-06,1.6691226170233742,0.15676075229987535
425,180,2022-08-17,2023-02-13,1.6376957919153603,0.10172794181072692
426,180,2022-08-24,2023-02-20,1.6092189435522688,0.3289965662015093
427,180,2022-08-31,2023-02-27,1.47281162861352,0.42617277746008697
428,180,2022-09-07,2023-03-06,1.2878385324158668,-0.004580232835804779
429,180,2022-09-14,2023-03-13,1.1215433986497205,-0.580377048326944
430,180,2022-09-21,2023-03-20,1.6277149852130668,0.527676706795326
431,180,2022-09-28,2023-03-27,0.716501730005374,-1.9417508691873162
